model_f,language_f,prompt_category,foundation_f,n,activation_rate
Mistral Large 2512,Japanese,security_conflict,Liberty/Oppression,52,0.38461538461538464
Mistral Large 2512,Japanese,social_moral,Liberty/Oppression,8,0.875
Mistral Large 2512,Japanese,territorial_sovereignty,Liberty/Oppression,16,0.9375
Mistral Large 2512,Indonesian,civil_rights_liberties,Liberty/Oppression,32,0.78125
Mistral Large 2512,Indonesian,economic_policy,Liberty/Oppression,4,0.75
Mistral Large 2512,Indonesian,environment_energy,Liberty/Oppression,4,0.5
Mistral Large 2512,Indonesian,governance_democracy,Liberty/Oppression,24,0.6666666666666667
Mistral Large 2512,Indonesian,migration_nationalism,Liberty/Oppression,16,0.8125
Mistral Large 2512,Indonesian,religion_state,Liberty/Oppression,4,1
Mistral Large 2512,Indonesian,security_conflict,Liberty/Oppression,52,0.28846153846153855
Mistral Large 2512,Indonesian,social_moral,Liberty/Oppression,8,0.875
Mistral Large 2512,Indonesian,territorial_sovereignty,Liberty/Oppression,16,0.875
Mistral Large 2512,Arabic,civil_rights_liberties,Liberty/Oppression,32,0.625
Mistral Large 2512,Arabic,economic_policy,Liberty/Oppression,4,1
Mistral Large 2512,Arabic,environment_energy,Liberty/Oppression,4,0.25
Mistral Large 2512,Arabic,governance_democracy,Liberty/Oppression,24,0.5833333333333333
Mistral Large 2512,Arabic,migration_nationalism,Liberty/Oppression,16,0.6875
Mistral Large 2512,Arabic,religion_state,Liberty/Oppression,4,0.75
Mistral Large 2512,Arabic,security_conflict,Liberty/Oppression,52,0.2692307692307693
Mistral Large 2512,Arabic,social_moral,Liberty/Oppression,8,0.875
Mistral Large 2512,Arabic,territorial_sovereignty,Liberty/Oppression,16,0.875
